task,raw_input,input,output,raw_output
acsa,"Mới nhận máy hôm qua, và qua 1 ngày trải nghiệm Tuy máy có hơi nóng 1 xíu khi vừa sạc pin vừa sử dụng nhưng điều này k đáng kể => Trên cả tuyệt vời","mới nhận máy hôm qua , và qua num ngày trải nghiệm tuy máy có hơi nóng num xíu khi vừa sạc pin vừa sử dụng nhưng điều này không đáng kể = > trên cả tuyệt vời",pin tạm và hiệu suất tạm và nói chung tốt,"{BATTERY, neutral}, {PERFORMANCE, neutral}, {GENERAL, positive}"
acsa,"Điện thoại mẫu mã đẹp sang trọng, lướt web chơi game thoải mái.... chạy mượt!! Chụp hình đẹp","điện thoại mẫu mã đẹp sang trọng , lướt web chơi game thoải mái . chạy mượt ! ! chụp hình đẹp",máy ảnh tốt và hiệu suất tốt và thiết kế tốt,"{CAMERA, positive}, {PERFORMANCE, positive}, {DESIGN, positive}"
acsa,"Camera khá nét, nhiều chế độ chụp. Chiến game lq, pubg bật được 60fps, pin dùng được rất lâu nhưng sạc đầy trong vòng gần 1 tiếng từ 20%. Nói chung khá hài lòng về sản phẩm.","camera khá nét , nhiều chế độ chụp . chiến game lq , pubg bật được num fps , pin dùng được rất lâu nhưng sạc đầy trong vòng gần num tiếng từ num % . nói chung khá hài lòng về sản phẩm .",máy ảnh tốt và pin tốt và hiệu suất tốt và nói chung tốt,"{CAMERA, positive}, {BATTERY, positive}, {PERFORMANCE, positive}, {GENERAL, positive}"
acsa,tốt hơn dt khác và nhiều chức năng hơn dt khác.mua note7 dùng dc 2 tuần pin lâu hơn,tốt hơn dt khác và nhiều chức năng hơn dt khác . mua note num dùng được num tuần pin lâu hơn,tính năng tốt và pin tốt và nói chung tốt,"{FEATURES, positive}, {BATTERY, positive}, {GENERAL, positive}"
acsa,mình game thi tầm 4h là còn 30% mình chưa xài thử ko chơi game nên k biết co trâu ko mặc dù đã để màn hình thấp nhất có thể,mình game thi tầm num h là còn num % mình chưa xài thử không chơi game nên không biết co trâu không mặc dù đã để màn hình thấp nhất có thể,pin tạm,"{BATTERY, neutral}"
acsa,Nói thật chỉ muốn đáp cái máy đi luôn .ừ thì biết là rẻ tiền nhưng ít ra những ứng dụng thông thường phải mượt mượt 1 tí .người khác gọi đến chờ hiện số lag quá trả kịp ấn nghe luôn lại phải gọi lại .,nói thật chỉ muốn đáp cái máy đi luôn . ừ thì biết là rẻ tiền nhưng ít ra những ứng dụng thông thường phải mượt mượt num tí . người khác gọi đến chờ hiện số lag quá trả kịp ấn nghe luôn lại phải gọi lại .,tính năng tệ và hiệu suất tệ và giá tiền tốt và nói chung tệ,"{FEATURES, negative}, {PERFORMANCE, negative}, {PRICE, positive}, {GENERAL, negative}"
acsa,Ngoài hơn con A20 về camera thì mọi thứ đều kém hơn rất nhiều từ công nghệ màn hình cho đến con chip,ngoài hơn con a num về camera thì mọi thứ đều kém hơn rất nhiều từ công nghệ màn hình cho đến con chip,màn hình tệ và máy ảnh tốt và hiệu suất tệ,"{SCREEN, negative}, {CAMERA, positive}, {PERFORMANCE, negative}"
acsa,"Chức năng vân tay hơi kém, lúc được lúc không. Pin tạm ổn, màu sắc đt rất ưng. Chỉ tiếc vân tay không ổn","chức năng vân tay hơi kém , lúc được lúc không . pin tạm ổn , màu sắc điện thoại rất ưng . chỉ tiếc vân tay không ổn",tính năng tệ và pin tạm và thiết kế tốt,"{FEATURES, negative}, {BATTERY, neutral}, {DESIGN, positive}"
acsa,"Quá thất vọng về sp này, camera thì lồi dễ xước lắm nha gọi điện muốn ghi âm giọng người cũ để nghe làm clip mà dell được, màn hình tối thui loa ngoài chói hết cả tai muốn êm thì ip xài thôi :((","quá thất vọng về sản phẩm này , camera thì lồi dễ xước lắm nha gọi điện muốn ghi âm giọng người cũ để nghe làm video mà del được , màn hình tối thui loa ngoài chói hết cả tai muốn êm thì ip xài thôi : ( (",màn hình tệ và tính năng tệ và thiết kế tệ và nói chung tệ,"{SCREEN, negative}, {FEATURES, negative}, {DESIGN, negative}, {GENERAL, negative}"
acsa,Tuột pin nhanh sóng yếu quá tệ ành em đừng nên mua mua sẽ hoi hận đó Mua hãng khác đi,tuột pin nhanh sóng yếu quá tệ ành em đừng nên mua mua sẽ thôi hận đó mua hãng khác đi,tính năng tệ và pin tệ và nói chung tệ,"{FEATURES, negative}, {BATTERY, negative}, {GENERAL, negative}"
acsa,Cảm biến vân tay có vẻ không được nhạy cho lắm.chán thật Không biết đây là tình trạng chung hay sao,cảm biến vân tay có vẻ không được nhạy cho lắm . chán thật không biết đây là tình trạng chung hay sao,tính năng tệ,"{FEATURES, negative}"
acsa,Cũng tạm nhưng chip chậm hơn 439 của redmi8a . Được mỗi thuần Google cập nhật cũng lâu,cũng tạm nhưng chip chậm hơn num của redmi num a . được mỗi thuần gogle cập nhật cũng lâu,hiệu suất tạm và nói chung tạm,"{PERFORMANCE, neutral}, {GENERAL, neutral}"
acsa,"Mới mua 1 tuần nên vào đánh giá ạ. Tạm cho 4 sao. Hiện tại mình gặp một số vấn đề sau, cũng bận nên nhác đi đổi máy các bạn ạ. - Loa ngoài bé. Các bạn mà call video Zalo thì thôi khỏi nói , loa nó bé tí bật lên max thì bằng 1 nữa của samsung thôi, có khi phải tât quạt cho đỡ bị ồn ấy. Mình xem phim thì cắm tai nghe mới phê các bạn ạ - Góc phía dưới bên phải lâu lâu nhấn không ăn lắm - Dù là snap720 nhưng chơi game cũng bị dật ( mình chơi arena afk khi tướng skill tập thể là màn hình dựt) - Xài 5 tiếng không làm gì cả tụt 7% pin. Chỉ bỏ trống túi quần thôi. - Camera khá ổn mỗi tội chụp ban đêm bật đèn flash ấn chụp mãi k chụp. Chờ 6-7s mới nghe tạch... Thôi thì giá tầm 6tr mà. Chỉ mỗi tội loa bé. Chắc sắm con tai nghe cho rồi.","mới mua num tuần nên vào đánh giá ạ . tạm cho num sao . hiện tại mình gặp một số vấn đề sau , cũng bận nên nhác đi đổi máy các bạn ạ . - loa ngoài bé . các bạn mà cal video zalo thì thôi khỏi nói , loa nó bé tí bật lên siêu thì bằng num nữa của samsung thôi , có khi phải tât quạt cho đỡ bị ồn ấy . mình xem phim thì cắm tai nghe mới phê các bạn ạ - góc phía dưới bên phải lâu lâu nhấn không ăn lắm - dù là snap num nhưng chơi game cũng bị dật ( mình chơi arena afk khi tướng skil tập thể là màn hình dựt ) - xài num tiếng không làm gì cả tụt num % pin . chỉ bỏ trống túi quần thôi . - camera khá ổn mỗi tội chụp ban đêm bật đèn flash ấn chụp mãi không chụp . chờ num - num s mới nghe tạch thôi thì giá tầm num tr mà . chỉ mỗi tội loa bé . chắc sắm con tai nghe cho rồi .",máy ảnh tạm và tính năng tệ và pin tệ và hiệu suất tệ và giá tiền tạm,"{CAMERA, neutral}, {FEATURES, negative}, {BATTERY, negative}, {PERFORMANCE, negative}, {PRICE, neutral}"
acsa,Mua hồi tối. Giá 8. 990₫ ngon bổ rẻ kkkkk Qua hnay giá 11tr :)))))))))))))))))))))))),mua hồi tối . giá num . num ₫ ngon bổ rẻ k qua hôm nay giá num tr : ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ),giá tiền tốt và nói chung tốt,"{PRICE, positive}, {GENERAL, positive}"
acsa,Máy xài cũng ngon lắm WiFi tuy lên 1 hoặc 2 gạch vẫn chạy ào ào.PIN thì OK mình chỉ lướt web,máy xài cũng ngon lắm wifi tuy lên num hoặc num gạch vẫn chạy ào ào . pin thì ok mình chỉ lướt web,tính năng tạm và pin tốt và nói chung tốt,"{FEATURES, neutral}, {BATTERY, positive}, {GENERAL, positive}"
acsa,"Máy ok. Chơi game tốt, camera 64mp lấy nét cực kì. Còn vân tay và pin thấy ổn mà sao mn chê vậy. Riêng tôi con này cực kỉ ổn trong phân khúc. Hơn hẳn cả con reno2","máy ok . chơi game tốt , camera num mp lấy nét cực kì . còn vân tay và pin thấy ổn mà sao mọi người chê vậy . riêng tôi con này cực kỉ ổn trong phân khúc . hơn hẳn cả con reno num",máy ảnh tốt và tính năng tốt và pin tốt và hiệu suất tốt và giá tiền tạm và nói chung tốt,"{CAMERA, positive}, {FEATURES, positive}, {BATTERY, positive}, {PERFORMANCE, positive}, {PRICE, neutral}, {GENERAL, positive}"
acsa,"Máy tuyệt vời trong tầm giá, nhân việc phục vụ tốt. Chụp ảnh camera sau rất đẹp. Pin trâu@","máy tuyệt vời trong tầm giá , nhân việc phục vụ tốt . chụp ảnh camera sau rất đẹp . pin trâu @",máy ảnh tốt và pin tốt và giá tiền tạm và nói chung tốt và phục vụ với phụ kiện tốt,"{CAMERA, positive}, {BATTERY, positive}, {PRICE, neutral}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,Máy ok trong tầm giá Game ổn định ko bị tượt fps Có điều dag tiếc là máy ko hỗ trợ sạc nhanh,máy ok trong tầm giá game ổn định không bị tượt fps có điều dag tiếc là máy không hỗ trợ sạc nhanh,pin tệ và hiệu suất tốt và giá tiền tạm và nói chung tốt,"{BATTERY, negative}, {PERFORMANCE, positive}, {PRICE, neutral}, {GENERAL, positive}"
acsa,"sau 19 ngày sử dụng pin sạc 100% từ 22h đến 5h sáng còn 34%, đem ra tgdd ky thuat xem bảo bình thường, haiz pin nó chạy theo parapol xuống cái vèo mà bảo bình thường","sau num ngày sử dụng pin sạc num % từ num h đến num h sáng còn num % , đem ra tgd ky thuat xem bảo bình thường , haiz pin nó chạy theo parapol xuống cái vèo mà bảo bình thường",pin tệ,"{BATTERY, negative}"
acsa,"Muốn mua điện thoại chơi game thì mua máy này xài bao ngon, pin trâu sạc nhanh, cấu hình ổn chạy game mượt.","muốn mua điện thoại chơi game thì mua máy này xài bao ngon , pin trâu sạc nhanh , cấu hình ổn chạy game mượt .",pin tốt và hiệu suất tốt và nói chung tốt,"{BATTERY, positive}, {PERFORMANCE, positive}, {GENERAL, positive}"
acsa,"*Mua được gần 1 tháng 25 ngày -Theo đánh giá: + chơi game ổn, mấy tựa game nặng nên chơi cấu hình thấp thôi, mấy ba mấy má đòi đồ họa cao với giá này con chịu ạ + pin sài trâu nếu sài để chụp ảnh tác vụ cho công việc hay lướt web bth là 1 ngày, nên để sạc qua đêm sáng sau sài tối lại sạc qua đêm chả bất tiện gì + ram 2gb mà đa nhiệm cực tốt, có điều nhiều quá thì cũng chạy lại vài ứng dụng, + camera trước sau ổn hết chụp đều đẹp, tôi đã thử vs con A10 + nhẹ nhàng mỏng manh đeo ốp vào mới chắc tay nhẹ hơn A10 + rất nhạy nhận diện khuôn mặt, màng hình tràn viền nhìn không khác những máy tầm cao. => giá này không đòi gì nữa như vậy là quá đẹp rồi 😍 hoàn hảo","star mua được gần num tháng num ngày - theo đánh giá : + chơi game ổn , mấy tựa game nặng nên chơi cấu hình thấp thôi , mấy ba mấy má đòi đồ họa cao với giá này con chịu ạ + pin sài trâu nếu sài để chụp ảnh tác vụ cho công việc hay lướt web bình thường là num ngày , nên để sạc qua đêm sáng sau sài tối lại sạc qua đêm chả bất tiện gì + ram num gb mà đa nhiệm cực tốt , có điều nhiều quá thì cũng chạy lại vài ứng dụng , + camera trước sau ổn hết chụp đều đẹp , tôi đã thử với con a num + nhẹ nhàng mỏng manh đeo ốp vào mới chắc tay nhẹ hơn a num + rất nhạy nhận diện khuôn mặt , màng hình tràn viền nhìn không khác những máy tầm cao . = > giá này không đòi gì nữa như vậy là quá đẹp rồi tốt hoàn hảo",màn hình tốt và máy ảnh tốt và tính năng tốt và pin tạm và hiệu suất tạm và thiết kế tốt và giá tiền tạm và nói chung tốt,"{SCREEN, positive}, {CAMERA, positive}, {FEATURES, positive}, {BATTERY, neutral}, {PERFORMANCE, neutral}, {DESIGN, positive}, {PRICE, neutral}, {GENERAL, positive}"
acsa,"Mới mua hqa, pin 4000 nhưng do màn hình lớn cug mau tụt, cảm ứng vân tay ko nhạy bằng cảm ứng đặt ở mặt lưng. Tắt hết ứng dụng tự động gửi dữ liệu đi thì để qua đêm chỉ tụt 1%, tăng độ nhạy cảm ứng lên thì vuốt mượt do có miếng dán màn hinh(nhìu bn ko bit tăng thì chê ko mượt),.trc xài lenovo k6 power pin 4000 chuyen qua con này thấy pin con này ko bằng. Đươc cái thấy thiết kế đẹp thì quất, nghe gọi to rõ ko như mấy con TQ, vân tay mà nhạy nữa là ưng. Nói chung mấy bạn ko bit chỉnh thì chê cảm ứng vuốt ko nhạy, pin nhanh tuột,.mih thì thấy cug đc đấy. Mua rồi thì xài thôi ko lăn tăn chi cho mệt, cung quy ra cái dt chủ yêu để nghe gọi và lên mạng thôi...","mới mua hqa , pin num nhưng do màn hình lớn cug mau tụt , cảm ứng vân tay không nhạy bằng cảm ứng đặt ở mặt lưng . tắt hết ứng dụng tự động gửi dữ liệu đi thì để qua đêm chỉ tụt num % , tăng độ nhạy cảm ứng lên thì vuốt mượt do có miếng dán màn hinh ( nhìu bn không một chút tăng thì chê không mượt ) , . trước xài lenovo k num power pin num chuyen qua con này thấy pin con này không bằng . đươc cái thấy thiết kế đẹp thì quất , nghe gọi to rõ không như mấy con tq , vân tay mà nhạy nữa là ưng . nói chung mấy bạn không một chút chỉnh thì chê cảm ứng vuốt không nhạy , pin nhanh tuột , . mình thì thấy cug được đấy . mua rồi thì xài thôi không lăn tăn chi cho mệt , cung quy ra cái dt chủ yêu để nghe gọi và lên mạng thôi",màn hình tốt và tính năng tạm và pin tệ và thiết kế tốt,"{SCREEN, positive}, {FEATURES, neutral}, {BATTERY, negative}, {DESIGN, positive}"
acsa,"Sản phẩm tốt trong tầm giá! Trải nghiệm MIUI rất tốt. Nhân viên nhiệt tình, vui vẻ.","sản phẩm tốt trong tầm giá ! trải nghiệm miui rất tốt . nhân viên nhiệt tình , vui vẻ .",hiệu suất tốt và giá tiền tạm và nói chung tốt và phục vụ với phụ kiện tốt,"{PERFORMANCE, positive}, {PRICE, neutral}, {GENERAL, positive}, {SER_ACC, positive}"
