task,raw_input,input,output,raw_output,reasoning
acsa,Ly của mình 70 % sugar + 70 % đá mình thấy vừa rồi nhưng mà chọn full đá thì sẽ lạnh lâu hơn nhỉ.,ly của mình num % sugar + num % đá mình thấy vừa rồi nhưng mà chọn ful đá thì sẽ lạnh lâu hơn nhỉ .,lựa chọn đồ uống tạm,"{DRINKS#STYLE&OPTIONS, neutral}","Nhãn {DRINKS#STYLE&OPTIONS, neutral} được gán vì bài đánh giá đề cập đến việc lựa chọn độ ngọt và lượng đá trong ly nước mà khách hàng đã chọn. Người đánh giá không có ý kiến tiêu cực hoặc tích cực rõ ràng về lựa chọn này, chỉ đơn giản là nêu rõ rằng họ thấy việc chọn 70% đường và 70% đá là vừa đủ, và đưa ra suy đoán rằng nếu chọn full đá thì nước sẽ lạnh lâu hơn. Do đó, nhãn này được gán với lớp cảm xúc trung lập."
acsa,"2 topblade 150gr 95k 1 sốt bbq 1 sốt mushroo m 40k. 1 coca light 2 tẩy, 1 cơm pilaf, 1 khoai tây chiên là đủ cho bữa trưa.","num topblade num gr giá tiền num sốt bq num sốt mushro mình giá tiền . num coca light num tẩy , num cơm pilaf , num khoai tây chiên là đủ cho bữa trưa .",giá tiền đồ ăn tạm và lựa chọn đồ ăn tạm,"{FOOD#PRICES, neutral}, {FOOD#STYLE&OPTIONS, neutral}","Nhãn {FOOD#PRICES, neutral} được gán vì bài đánh giá đề cập đến giá cả của các món ăn như topblade và sốt nhưng không có bất kỳ nhận xét tích cực hoặc tiêu cực nào về giá cả, chỉ đơn giản là nêu ra giá của chúng. Nhãn {FOOD#STYLE&OPTIONS, neutral} được gán vì bài đánh giá cũng đề cập đến các lựa chọn thức ăn như coca light, cơm pilaf, khoai tây chiên nhưng cũng không có nhận xét tích cực hoặc tiêu cực rõ ràng về các lựa chọn thức ăn này."
acsa,"Gà với sườn ngon, không bị khô cũng không cay.","gà với sườn ngon , không bị khô cũng không cay .",lựa chọn đồ ăn tạm và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#QUALITY, positive}","Nhãn {FOOD#STYLE&OPTIONS, neutral} được gán vì bài đánh giá đề cập đến hai món ăn cụ thể là gà và sườn nhưng không đưa ra nhận xét tích cực hoặc tiêu cực về sự đa dạng hoặc phong cách của các món ăn, do đó, cảm xúc của người đánh giá về phần này được xem là trung lập. Nhãn {FOOD#QUALITY, positive} được gán vì người đánh giá đã nhận xét rằng gà và sườn ngon, không bị khô cũng không cay, điều này cho thấy họ hài lòng với chất lượng của thức ăn, do đó, nhận xét này được gán nhãn tích cực liên quan đến chất lượng thức ăn."
acsa,"Trà Sữa mr.hí ngon, dễ uống, hợp khẩu vị với mình.","trà sữa mr . hí ngon , dễ uống , hợp khẩu vị với mình .",chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}","Nhãn {DRINKS#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng của Trà Sữa mr.hí một cách tích cực. Người đánh giá cho biết Trà Sữa mr.hí ngon, dễ uống và hợp khẩu vị với họ, điều này cho thấy họ hài lòng với chất lượng của thức uống này."
acsa,Sẽ ghé lại vì steak cực ngonnnnn.,sẽ ghé lại vì steak cực ngon .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}","Nhãn {FOOD#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng của món steak với nhận xét rất tích cực, thể hiện rằng người đánh giá rất hài lòng với món ăn này. Việc sử dụng từ ""cực ngonnnnn"" càng làm tăng mức độ hài lòng của người đánh giá. Hơn nữa, người đánh giá còn nói rằng họ sẽ quay lại quán, điều này cũng cho thấy sự hài lòng với chất lượng món ăn."
acsa,"🛎 Dịch vụ:Phục vụ nhanh, chuyên nghiệp.","🛎 dịch vụ : phục vụ nhanh , chuyên nghiệp .",phục vụ tốt,"{SERVICE#GENERAL, positive}","Nhãn {SERVICE#GENERAL, positive} được gán vì bài đánh giá đề cập đến dịch vụ của nhà hàng với nhận xét tích cực. Người đánh giá đã nhận xét rằng dịch vụ phục vụ nhanh và chuyên nghiệp, điều này cho thấy họ hài lòng với chất lượng dịch vụ nói chung tại nhà hàng. Do đó, nhận xét này được gán nhãn tích cực liên quan đến dịch vụ."
acsa,"Nấm đông cô và rong biển tươi ngon, thơm, cắn vào thấy vị ngọt thực vật.","nấm đông cô và rong biển tươi ngon , thơm , cắn vào thấy vị ngọt thực vật .",lựa chọn đồ ăn tạm và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#QUALITY, positive}","Nhãn {FOOD#STYLE&OPTIONS, neutral} được gán vì bài đánh giá đề cập đến các món ăn cụ thể là nấm đông cô và rong biển nhưng không đưa ra bất kỳ nhận xét tích cực hoặc tiêu cực nào về sự đa dạng hoặc phong cách của các món ăn, do đó, cảm xúc của người đánh giá về lựa chọn và phong cách thức ăn được xem là trung lập. Nhãn {FOOD#QUALITY, positive} được gán vì người đánh giá đã mô tả rằng nấm đông cô và rong biển tươi ngon, thơm và có vị ngọt thực vật khi cắn vào, điều này cho thấy sự hài lòng với chất lượng của thức ăn."
acsa,Ở đây cũng có bán thêm nước rễ tranh hoặc trà đá.,ở đây cũng có bán thêm nước rễ tranh hoặc trà đá .,lựa chọn đồ uống tạm,"{DRINKS#STYLE&OPTIONS, neutral}","Nhãn {DRINKS#STYLE&OPTIONS, neutral} được gán vì bài đánh giá đề cập đến việc quán có bán thêm nước rễ tranh hoặc trà đá. Tuy nhiên, người đánh giá không đưa ra bất kỳ ý kiến tích cực hoặc tiêu cực nào về chất lượng hoặc giá cả của các loại đồ uống này, chỉ đơn thuần là nêu rõ sự tồn tại của chúng. Do đó, nhãn này được gán với tình cảm trung lập."
acsa,"Xôi không nóng, chỉ hơi ấm, vón cục, nấm ngâm thì cực kỳ chua và mặn.","xôi không nóng , chỉ hơi ấm , vón cục , nấm ngâm thì cực kỳ chua và mặn .",lựa chọn đồ ăn tạm và chất lượng đồ ăn tệ,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#QUALITY, negative}","Nhãn {FOOD#STYLE&OPTIONS, neutral} được gán vì bài đánh giá đề cập đến một số lựa chọn thức ăn như xôi và nấm ngâm nhưng không có nhận xét tích cực hoặc tiêu cực rõ ràng về các lựa chọn này. Người đánh giá chỉ mô tả trạng thái của thức ăn mà không đưa ra ý kiến cá nhân về sự hài lòng hay không hài lòng với các lựa chọn thức ăn này. 

Nhãn {FOOD#QUALITY, negative} được gán vì bài đánh giá đưa ra nhận xét tiêu cực về chất lượng thức ăn. Người đánh giá không hài lòng với xôi không nóng và vón cục, cũng như nấm ngâm quá chua và mặn. Điều này cho thấy rằng người đánh giá không hài lòng với chất lượng thức ăn tại nhà hàng."
acsa,Mỗi viên có giá tầm 5 – 15 k tuỳ loại.,mỗi viên có giá tầm num – giá tiền hông tuỳ loại .,giá tiền đồ ăn tạm,"{FOOD#PRICES, neutral}","Nhãn {FOOD#PRICES, neutral} được gán vì bài đánh giá đề cập đến giá cả của thức ăn, cụ thể là mỗi viên có giá từ 5 – 15k tuỳ loại. Tuy nhiên, người đánh giá không thể hiện rõ ràng sự hài lòng hay không hài lòng với mức giá này, do đó nhãn được gán là trung lập."
acsa,Không gian kiểu minimalism sang chảnh.,không gian kiểu minimalism sang chảnh .,không gian tốt,"{AMBIENCE#GENERAL, positive}","Nhãn {AMBIENCE#GENERAL, positive} được gán vì bình luận đánh giá cao không gian của nhà hàng với phong cách minimalism sang chảnh. Điều này cho thấy người đánh giá hài lòng và cảm thấy thoải mái với không gian tổng thể của nhà hàng, do đó, nhận xét này được gán nhãn tích cực liên quan đến không gian."
acsa,Lần sau sẽ quay lại quán đó.,lần sau sẽ quay lại quán đó .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}","Nhãn {RESTAURANT#GENERAL, positive} được gán vì bình luận này thể hiện sự hài lòng và ý định quay lại của khách hàng, cho thấy họ đã có trải nghiệm tốt tại nhà hàng. Đây là một phản hồi tích cực về nhà hàng nói chung, không chỉ đề cập đến một khía cạnh cụ thể nào."
acsa,Nhưng với vị trí trên phố dễ tìm và view đẹp như thế này thì xứng đáng mà phải không nào ^ ^( y).,nhưng với vị trí trên phố dễ tìm và quang cảnh đẹp như thế này thì xứng đáng mà phải không nào ^ ^ ( y ) .,địa chỉ tốt và không gian tốt,"{LOCATION#GENERAL, positive}, {AMBIENCE#GENERAL, positive}","Nhãn {LOCATION#GENERAL, positive} được gán vì bài đánh giá đề cập đến vị trí của nhà hàng trên phố, dễ tìm, cho thấy người đánh giá hài lòng với vị trí của nhà hàng. Nhãn {AMBIENCE#GENERAL, positive} được gán vì bài đánh giá cũng nhận xét về view đẹp của nhà hàng, điều này cho thấy người đánh giá cảm thấy hài lòng với không gian và bầu không khí tại nhà hàng."
acsa,Nhân viên chu đáo.,nhân viên chu đáo .,phục vụ tốt,"{SERVICE#GENERAL, positive}","Nhãn {SERVICE#GENERAL, positive} được gán vì bài đánh giá đề cập đến sự chu đáo của nhân viên, điều này thể hiện sự hài lòng với chất lượng dịch vụ nói chung. Sự chu đáo của nhân viên là một yếu tố quan trọng trong việc tạo ra trải nghiệm tốt cho khách hàng, do đó, nhận xét này được gán nhãn tích cực liên quan đến dịch vụ."
acsa,"Nhân viên thì cũng lịch sự, khách vào, ra đều chào, nhưng tụi mình thấy không thân thiện lắm.","nhân viên thì cũng lịch sự , khách vào , ra đều chào , nhưng tụi mình thấy không thân thiện lắm .",phục vụ tạm,"{SERVICE#GENERAL, neutral}","Nhãn {SERVICE#GENERAL, neutral} được gán vì bài đánh giá đề cập đến chất lượng dịch vụ của nhân viên nhà hàng. Người đánh giá cho rằng nhân viên lịch sự và luôn chào khách khi họ vào và ra, nhưng cũng đồng thời cảm thấy rằng họ không thân thiện lắm. Do đó, nhận xét này không hoàn toàn tích cực cũng không hoàn toàn tiêu cực, nên nhãn trung lập được gán cho khía cạnh dịch vụ nói chung."
acsa,Lần nào đi Aeon là cũng y như rằng phải quất 1 cây kem tươi 8k :))).,lần nào đi aeon là cũng y như rằng phải quất num cây kem tươi giá tiền : ) ) ) .,giá tiền đồ ăn tạm và chất lượng đồ ăn tốt,"{FOOD#PRICES, neutral}, {FOOD#QUALITY, positive}","Nhãn {FOOD#PRICES, neutral} được gán vì người đánh giá đã đề cập đến giá của kem tươi là 8k mà không có bất kỳ nhận xét tích cực hoặc tiêu cực nào về mức giá này, cho thấy họ có cảm xúc trung lập với giá cả. Nhãn {FOOD#QUALITY, positive} được gán vì người đánh giá đã thể hiện sự hài lòng với chất lượng của kem tươi khi họ nói rằng họ luôn mua kem mỗi khi họ đến Aeon. Điều này cho thấy họ thích chất lượng của kem, do đó nhãn này được đánh giá là tích cực."
acsa,Cửa hàng de tìm ngay đầu phố hàng gai cạnh tiệm bánh king roti.,cửa hàng de tìm ngay đầu phố hàng gai cạnh tiệm bánh king roti .,địa chỉ tốt,"{LOCATION#GENERAL, positive}","Nhãn {LOCATION#GENERAL, positive} được gán vì bài đánh giá đề cập đến vị trí của cửa hàng dễ tìm, ngay đầu phố Hàng Gai và cạnh tiệm bánh King Roti. Điều này cho thấy người đánh giá hài lòng với vị trí của cửa hàng, do đó, nhận xét này được gán nhãn tích cực liên quan đến vị trí."
acsa,Woodpecker như cứu rỗi tâm hồn mình khi thèm một cốc đồ uống nhẹ chứ không phải là trà sữa nữa.,wodpecker như cứu rỗi tâm hồn mình khi thèm một cốc đồ uống nhẹ chứ không phải là trà sữa nữa .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}","Nhãn {RESTAURANT#GENERAL, positive} được gán vì bài đánh giá này thể hiện sự hài lòng chung của người viết với quán Woodpecker. Người viết cảm thấy như quán đã ""cứu rỗi tâm hồn"" họ khi họ đang thèm một cốc đồ uống nhẹ, không phải trà sữa. Điều này cho thấy người viết rất hài lòng với quán và đánh giá tích cực về nó nói chung."
